g33,2000,4000,1178,1182,1031,10,1203,100,1236,1537,0.804164
g34,2000,4000,1174,1175,1034,11,1198,100,1230,1541,0.798183
g35,2000,11778,7380,7377,7343,52,7444,100,7484,8000,0.935500
g36,2000,11766,7372,7373,7327,53,7440,100,7471,7996,0.934342
g37,2000,11785,7381,7382,7337,52,7448,100,7485,8009,0.934574
g38,2000,11779,7379,7378,7328,54,7447,100,7489,--,--
g39,2000,11778,2013,2018,1769,76,2132,100,2197,--,--
g40,2000,11766,2000,2003,1762,74,2114,100,2171,--,--
