g41,2000,11785,2013,2018,1764,70,2124,100,2215,--,--
g42,2000,11779,2080,2089,1833,73,2199,100,2271,--,--
g43,1000,9990,6377,6377,6282,49,6462,100,6525,7027,0.928561
g44,1000,9990,6381,6377,6269,48,6460,100,6519,7022,0.928368
g45,1000,9990,6378,6376,6267,49,6462,100,6525,7020,0.929487
g46,1000,9990,6381,6380,6267,46,6461,100,6517,--,--
g47,1000,9990,6383,6385,6262,49,6468,100,6521,--,--
g48,3000,6000,5986,5998,5398,0,5998,100,6000,6000,1.000000
g49,3000,6000,5986,5999,5421,0,5999,100,6000,6000,1.000000
