set1/g36.rud,2000,11766,7166,7359,7355,124,7354,50,109.357400,randomised,7.17893,488.374
set1/g36.rud,2000,11766,7166,7359,7355,54,7438,50,46.937476,simple_greedy,7.40528,435.257
set1/g36.rud,2000,11766,7166,7359,7355,62,7429,50,54.0147486,semi-greedy,7.40817,437.434
set1/g37.rud,2000,11785,7190,7378,7365,127,7364,50,111.8557409,randomised,7.4933,489.626
set1/g37.rud,2000,11785,7190,7378,7365,53,7447,50,46.53287482,simple_greedy,7.81256,431.984
set1/g37.rud,2000,11785,7190,7378,7365,63,7439,50,55.35677478,semi-greedy,7.64271,441.281
set1/g38.rud,2000,11779,7181,7375,7366,129,7355,50,113.0397382,randomised,7.34962,487.863
set1/g38.rud,2000,11779,7181,7375,7366,53,7445,50,46.44997479,simple_greedy,7.5572,446.036
set1/g38.rud,2000,11779,7181,7375,7366,66,7434,50,64.17337471,semi-greedy,7.64353,545.653
set1/g39.rud,2000,11778,1677,2095,1745,196,2014,50,174.0382065,randomised,7.35876,544.188
set1/g39.rud,2000,11778,1677,2095,1745,75,2131,50,64.4262180,simple_greedy,7.36301,450.758
set1/g39.rud,2000,11778,1677,2095,1745,177,2029,50,156.7382151,semi-greedy,7.32862,530.518
set1/g40.rud,2000,11766,1640,1978,1714,201,1979,50,179.7472063,randomised,7.45154,548.458
set1/g40.rud,2000,11766,1640,1978,1714,76,2118,50,65.96952199,simple_greedy,7.4355,448.66
set1/g40.rud,2000,11766,1640,1978,1714,174,2005,50,153.482118,semi-greedy,7.5927,515.468
set1/g41.rud,2000,11785,1661,1996,1731,192,1994,50,165.352098,randomised,6.8872,501.017
set1/g41.rud,2000,11785,1661,1996,1731,74,2119,50,63.0752156,simple_greedy,6.93175,426.527
set1/g41.rud,2000,11785,1661,1996,1731,169,2020,50,149.0782146,semi-greedy,7.29281,502.418
set1/g42.rud,2000,11779,1730,2120,1799,195,2075,50,168.6112158,randomised,7.02967,515.152
set1/g42.rud,2000,11779,1730,2120,1799,77,2199,50,64.91792255,simple_greedy,7.09748,423.574
set1/g42.rud,2000,11779,1730,2120,1799,174,2093,50,151.0272214,semi-greedy,7.37853,503.729
set1/g43.rud,1000,9990,6179,6422,6316,128,6396,50,25.23966476,randomised,0.670319,59.2455
set1/g43.rud,1000,9990,6179,6422,6316,50,6459,50,9.925546508,simple_greedy,0.679433,44.7826
set1/g43.rud,1000,9990,6179,6422,6316,82,6435,50,16.1026498,semi-greedy,0.689124,50.5552
set1/g44.rud,1000,9990,6174,6373,6319,123,6390,50,23.82946450,randomised,0.66954,57.6472
set1/g44.rud,1000,9990,6174,6373,6319,50,6461,50,9.607936530,simple_greedy,0.67516,44.7657
set1/g44.rud,1000,9990,6174,6373,6319,80,6433,50,15.49546505,semi-greedy,0.683865,49.6983
set1/g45.rud,1000,9990,6162,6416,6312,123,6395,50,23.46246465,randomised,0.666022,57.0457
set1/g45.rud,1000,9990,6162,6416,6312,50,6463,50,9.643946535,simple_greedy,0.672921,44.1131
set1/g45.rud,1000,9990,6162,6416,6312,81,6437,50,15.55276498,semi-greedy,0.681698,49.4758
