set1/g25.rud,2000,19990,12368,12807,12629,254,12820,50,220.33412915,randomised,7.24688,604.047
set1/g25.rud,2000,19990,12368,12807,12629,93,12950,50,79.701113033,simple_greedy,7.38628,463.184
set1/g25.rud,2000,19990,12368,12807,12629,175,12885,50,152.89712991,semi-greedy,7.40021,539.625
set1/g26.rud,2000,19990,12347,12790,12609,255,12811,50,219.51812930,randomised,7.65604,600.33
set1/g26.rud,2000,19990,12347,12790,12609,97,12945,50,83.255913030,simple_greedy,7.83925,470.593
set1/g26.rud,2000,19990,12347,12790,12609,175,12883,50,150.18613006,semi-greedy,7.91861,537.732
set1/g27.rud,2000,19990,2302,2594,2405,270,2811,50,249.062912,randomised,7.51834,655.732
set1/g27.rud,2000,19990,2302,2594,2405,126,2907,50,116.8292975,simple_greedy,7.49063,558.415
set1/g27.rud,2000,19990,2302,2594,2405,236,2834,50,209.6582958,semi-greedy,7.74745,590.377
set1/g28.rud,2000,19990,2298,2673,2394,276,2784,50,242.5852897,randomised,7.4202,609.801
set1/g28.rud,2000,19990,2298,2673,2394,127,2871,50,109.2782985,simple_greedy,7.5482,496.415
set1/g28.rud,2000,19990,2298,2673,2394,231,2801,50,203.4172893,semi-greedy,7.68333,578.014
set1/g29.rud,2000,19990,2352,2769,2499,270,2868,50,233.6782994,randomised,7.21416,586.506
set1/g29.rud,2000,19990,2352,2769,2499,134,2963,50,111.4963032,simple_greedy,7.24638,477.513
set1/g29.rud,2000,19990,2352,2769,2499,236,2898,50,205.5133026,semi-greedy,7.55761,559.415
set1/g30.rud,2000,19990,2384,2785,2489,265,2864,50,227.7082981,randomised,6.9043,578.418
set1/g30.rud,2000,19990,2384,2785,2489,125,2967,50,104.2943053,simple_greedy,7.01955,471.041
set1/g30.rud,2000,19990,2384,2785,2489,234,2888,50,201.6673003,semi-greedy,7.1767,554.308
set1/g31.rud,2000,19990,2280,2606,2384,274,2777,50,233.9262889,randomised,6.79402,576.32
set1/g31.rud,2000,19990,2280,2606,2384,133,2885,50,108.5752961,simple_greedy,6.84508,460.851
set1/g31.rud,2000,19990,2280,2606,2384,230,2818,50,192.0822948,semi-greedy,7.12179,526.511
set1/g32.rud,2000,4000,1021,1192,1058,41,1099,50,33.7081152,randomised,6.42794,361.982
set1/g32.rud,2000,4000,1021,1192,1058,13,1209,50,10.50381242,simple_greedy,6.47927,365.126
set1/g32.rud,2000,4000,1021,1192,1058,33,1120,50,26.63331216,semi-greedy,6.80138,364.574
set1/g33.rud,2000,4000,977,1152,1021,43,1068,50,35.16621102,randomised,6.54744,367.324
set1/g33.rud,2000,4000,977,1152,1021,12,1196,50,10.14741226,simple_greedy,6.57806,386.227
set1/g33.rud,2000,4000,977,1152,1021,36,1092,50,29.97471192,semi-greedy,6.93781,375.278
set1/g34.rud,2000,4000,974,1148,1032,45,1066,50,36.60971106,randomised,6.53744,362.125
set1/g34.rud,2000,4000,974,1148,1032,12,1194,50,9.907841218,simple_greedy,6.56838,357.44
set1/g34.rud,2000,4000,974,1148,1032,36,1083,50,29.08771226,semi-greedy,6.73991,365.893
set1/g35.rud,2000,11778,7185,7377,7355,126,7358,50,104.567392,randomised,6.70546,437.503
set1/g35.rud,2000,11778,7185,7377,7355,53,7446,50,43.76097478,simple_greedy,6.86733,382.541
set1/g35.rud,2000,11778,7185,7377,7355,64,7434,50,53.60067471,semi-greedy,6.73597,398.441
